!amt_assignment_ids,!amt_worker_ids,!comment,!hypothesis,hypothesis,id,task,text,unit_id,value
RZ1W69MGPWCZSZZ6A14ZCXRZXSY3WY1Z1FYA8XB0,A1Q4VUJBMY78YR,Good,No,"Euro 2004 is held in Portugal.
",1877,IE,"The English team arrived last night in Lisbon, Portugal, to play its first Euro 2004&apos;s match.",148479,TRUE
RZ1W69MGPWCZSZZ6A14ZCXRZXSY3WY1Z1FYA8XB0,A1Q4VUJBMY78YR,Good,No,"Tommy Thompson takes part in a Secretarial Summit on Health Information Technology.
",1938,IE,"The plan was released by Mr Dean on behalf of the Secretary of Health and Human Services, Tommy Thompson, still recovering from a recent accident, at a Secretarial Summit on Health Information Technology that was attended by many of the nation&apos;s leaders in electronic health records.",148480,FALSE
RZ1W69MGPWCZSZZ6A14ZCXRZXSY3WY1Z1FYA8XB0,A1Q4VUJBMY78YR,Well,Yes,"William Leonard Jennings killed his 3-year-old son, Stephen.
",1634,IE,"William Leonard Jennings sobbed loudly as was charged with killing his 3-year-old son, Stephen, who was last seen alive on Dec. 12, 1962.",148478,TRUE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",Yes,"Oberlin College is an organisation based in the United States.
",1689,IE,"Born in Athens, Psacharopoulos came to the United States at age 17 to enter Oberlin College, where he met Jean Hackett, an actress of New York City",148455,TRUE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",Yes,"Oberlin College is an organisation based in the United States.
",1689,IE,"Born in Athens, Psacharopoulos came to the United States at age 17 to enter Oberlin College, where he met Jean Hackett, an actress of New York City",148455,TRUE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",No,"Gallaro killed his wife.
",1646,IE,"Police reports say Gallardo assaulted his wife at school in late January, and friends said she was also attacked another time near where she was killed.",148466,FALSE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",No,"Gallaro killed his wife.
",1646,IE,"Police reports say Gallardo assaulted his wife at school in late January, and friends said she was also attacked another time near where she was killed.",148466,FALSE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",Yes,"Romano Prodi is the president of the European Commission.
",1909,IE,Romano Prodi will meet the US President George Bush in his capacity as president of the European commission.,148454,TRUE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",Yes,"Romano Prodi is the president of the European Commission.
",1909,IE,Romano Prodi will meet the US President George Bush in his capacity as president of the European commission.,148454,TRUE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",No,"Man Ray was born in Philadelphia.
",1625,IE,More than 250 paintings commemorate the centennial of the Man Ray&apos;s birth in Philadelphia.,148465,TRUE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",No,"Man Ray was born in Philadelphia.
",1625,IE,More than 250 paintings commemorate the centennial of the Man Ray&apos;s birth in Philadelphia.,148465,TRUE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",Yes,"Oil prices rise.
",1947,IE,Yukos ignites oil prices,148464,TRUE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",No,"Oil prices rise.
",1947,IE,Yukos ignites oil prices,148464,TRUE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",Yes,"William Doyle lives in Manhattan.
",1693,IE,"LaFarge was the one who helped Tiffany to make the Favrile glass, said auctioneer William Doyle who operates an auction house in Manhattan.",148453,FALSE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",No,"William Doyle lives in Manhattan.
",1693,IE,"LaFarge was the one who helped Tiffany to make the Favrile glass, said auctioneer William Doyle who operates an auction house in Manhattan.",148453,FALSE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",No,"Henryk Wieniawski was born in Polish.
",1630,IE,"Henryk Wieniawski, a Polish-born musician, was known for his special preference for resurrecting neglected or lost works for the violin.",148463,FALSE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",No,"Henryk Wieniawski was born in Polish.
",1630,IE,"Henryk Wieniawski, a Polish-born musician, was known for his special preference for resurrecting neglected or lost works for the violin.",148463,FALSE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",Yes,"The first US president was born in Kinderhook, N.Y.
",1617,IE,"In 1782 Martin Van Buren, the first US president who was a native citizen of the United States, was born in Kinderhook, N.Y.",148452,FALSE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",No,"The first US president was born in Kinderhook, N.Y.
",1617,IE,"In 1782 Martin Van Buren, the first US president who was a native citizen of the United States, was born in Kinderhook, N.Y.",148452,FALSE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",Yes,"Abrams lives in Latin American.
",1680,IE,Abrams&apos; 3-year service as head of the Latin America bureau will end next week with the inauguration of President-elect Bush in Washington.,148462,FALSE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",No,"Abrams lives in Latin American.
",1680,IE,Abrams&apos; 3-year service as head of the Latin America bureau will end next week with the inauguration of President-elect Bush in Washington.,148462,FALSE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",No,"The third African Union summit is held in Ethiopia.
",1872,IE,"The third African Union summit opened in the Ethiopia&apos;s capital of Addis Ababa on Tuesday, June 29.",148451,TRUE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",Yes,"The third African Union summit is held in Ethiopia.
",1872,IE,"The third African Union summit opened in the Ethiopia&apos;s capital of Addis Ababa on Tuesday, June 29.",148451,TRUE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",Yes,"Port Nolloth is located in South Africa.
",1664,IE,"Only a few thousand people live in Port Nolloth, one of the few towns in the semi-arid landscape that makes up the northwest corner of South Africa.",148450,TRUE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",Yes,"Port Nolloth is located in South Africa.
",1664,IE,"Only a few thousand people live in Port Nolloth, one of the few towns in the semi-arid landscape that makes up the northwest corner of South Africa.",148450,TRUE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",Yes,"U.S. Immigration Service is an organisation based in Moscow.
",1673,IE,Two employees of the U.S. Immigration Service will go to Moscow to help handle the processing.,148461,FALSE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",No,"U.S. Immigration Service is an organisation based in Moscow.
",1673,IE,Two employees of the U.S. Immigration Service will go to Moscow to help handle the processing.,148461,FALSE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",No,"Latin America bureau is an organisation based in Washington.
",1666,IE,Abrams&apos; 3-year service as head of the Latin America bureau will end next week with the inauguration of President-elect Bush in Washington..,148449,FALSE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",No,"Latin America bureau is an organisation based in Washington.
",1666,IE,Abrams&apos; 3-year service as head of the Latin America bureau will end next week with the inauguration of President-elect Bush in Washington..,148449,FALSE
BYMZQJSG2YNJ11Z2C3MZVZ28XM4QWRYG6KZXMX1Z,A11GX90QFWDLMM,"",Yes,"The recent G8 summit took place on June 8-10.
",1609,IE,"The recent G8 summit, held June 8-10, brought together leaders of the world&apos;s major industrial democracies.",148460,TRUE
BYMZQJSG2YNJ11Z2C3MZC8SZTSYRCXTY0GCH5ZDZ,A151VN1BOY29J1,"",Yes,"The recent G8 summit took place on June 8-10.
",1609,IE,"The recent G8 summit, held June 8-10, brought together leaders of the world&apos;s major industrial democracies.",148460,TRUE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",Yes,"Iraq announced that it will not cooperate with the inspectors.
",1163,MT,"Iraqi Vice President Taha Yassin Ramadan announced today, Sunday, that Iraq refuses to back down from its decision to stop cooperating with disarmament inspectors, until its demands are met.",148664,TRUE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,bad,Yes,"Iraq announced that it will not cooperate with the inspectors.
",1163,MT,"Iraqi Vice President Taha Yassin Ramadan announced today, Sunday, that Iraq refuses to back down from its decision to stop cooperating with disarmament inspectors, until its demands are met.",148664,TRUE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",Yes,"Writer Samir Abdo regrets that there are few &quot;intellectuals&quot; among the contestants because of the high cost of the campaign.
",1233,MT,"Writer Samir Abdou described as regrettable the amount of &quot;intellectuals, artists and writers&quot; contesting the elections, especially compared to recent years, stating that their chances of success were greatly diminished by the high costs of an electorial campaign.",148675,TRUE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,good,Yes,"Writer Samir Abdo regrets that there are few &quot;intellectuals&quot; among the contestants because of the high cost of the campaign.
",1233,MT,"Writer Samir Abdou described as regrettable the amount of &quot;intellectuals, artists and writers&quot; contesting the elections, especially compared to recent years, stating that their chances of success were greatly diminished by the high costs of an electorial campaign.",148675,TRUE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",Yes,"In his address against Transnational television a formal anniversary of war the PLO in the first of November $YEAR said Zeroual &quot; we have decided to postpone the date of the elections to next April so that for each party opportunity to prepare for the deadline national important
",1352,MT,"In an address via state television on the occasion of the outbreak of the Liberation War on the first of November 1954, Zeroual said, &quot;I have decided to postpone the date of the elections to next April in order to allow every party the chance to prepare for this important national date.&quot;",148674,FALSE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,good,Yes,"In his address against Transnational television a formal anniversary of war the PLO in the first of November $YEAR said Zeroual &quot; we have decided to postpone the date of the elections to next April so that for each party opportunity to prepare for the deadline national important
",1352,MT,"In an address via state television on the occasion of the outbreak of the Liberation War on the first of November 1954, Zeroual said, &quot;I have decided to postpone the date of the elections to next April in order to allow every party the chance to prepare for this important national date.&quot;",148674,FALSE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",Yes,"There is a 4 day meeting about the peace process, at Wye Plantation (Maryland), between Benjamin Netanyahu, and Yasser Arafat.
",1195,MT,"Israeli Prime Minister Benjamin Netanyahu and Palestinian President Yasser Arafat began a four-day meeting at Wye plantation (Maryland) today, under the auspices of the United States, in an attempt to revive the peace process in the Middle East.",148663,TRUE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,good,Yes,"There is a 4 day meeting about the peace process, at Wye Plantation (Maryland), between Benjamin Netanyahu, and Yasser Arafat.
",1195,MT,"Israeli Prime Minister Benjamin Netanyahu and Palestinian President Yasser Arafat began a four-day meeting at Wye plantation (Maryland) today, under the auspices of the United States, in an attempt to revive the peace process in the Middle East.",148663,TRUE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",No,"The Asian economic crash affected the Euro.
",1318,MT,"The chief of the European Central Bank, Vim Duesenburg, had spoken two days ago about &quot;doubtless&quot; signs of growth slowdown, following the financial crises that shook Asia then the rest of the developing countries in the last 18 months.",148673,FALSE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,good,Yes,"The Asian economic crash affected the Euro.
",1318,MT,"The chief of the European Central Bank, Vim Duesenburg, had spoken two days ago about &quot;doubtless&quot; signs of growth slowdown, following the financial crises that shook Asia then the rest of the developing countries in the last 18 months.",148673,FALSE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",No,"An official source announced of South Africa Nelson Mandela today that its &quot;approves&quot; on the report the Truth and Reconciliation Commission &quot; as it with all the in which any gaps.
",1356,MT,"The President of South Africa, Nelson Mandela, announced today, Thursday, that he &quot;approves&quot; the Truth and Reconciliation Commission&apos;s report &quot;as is, despite all the gaps in it.&quot;",148662,FALSE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,best,Yes,"An official source announced of South Africa Nelson Mandela today that its &quot;approves&quot; on the report the Truth and Reconciliation Commission &quot; as it with all the in which any gaps.
",1356,MT,"The President of South Africa, Nelson Mandela, announced today, Thursday, that he &quot;approves&quot; the Truth and Reconciliation Commission&apos;s report &quot;as is, despite all the gaps in it.&quot;",148662,FALSE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",No,"The fire happened in the early hours of Friday morning, and hundreds of young people were present.
",1275,MT,"The spokesman for the rescue authorities, Linart Ohlin, said that the accident took place between 01:00 and dawn today, Friday (00:00 GMT) in a disco behind the theatre, where &quot;hundreds&quot; of young people were present.",148661,TRUE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,best,No,"The fire happened in the early hours of Friday morning, and hundreds of young people were present.
",1275,MT,"The spokesman for the rescue authorities, Linart Ohlin, said that the accident took place between 01:00 and dawn today, Friday (00:00 GMT) in a disco behind the theatre, where &quot;hundreds&quot; of young people were present.",148661,TRUE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",No,"Cohen supports force in making Iraq disarm.
",1322,MT,A diplomatic source reported that countries of the region informed Cohen that they reject resorting to force and support the diplomatic solution to make Iraq resume the process of disarmament.,148672,FALSE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,good,Yes,"Cohen supports force in making Iraq disarm.
",1322,MT,A diplomatic source reported that countries of the region informed Cohen that they reject resorting to force and support the diplomatic solution to make Iraq resume the process of disarmament.,148672,FALSE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",No,"According to plans, France should have minted 7.6 billion Euro coins before 2002.
",1214,MT,"It is planned that by the end of the year 2001, France will have minted 7.6 billion Euro coins weighing 30 thousand tons or approximately four times the equivalent weight of the Eiffel Tower.",148671,TRUE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,good,Yes,"According to plans, France should have minted 7.6 billion Euro coins before 2002.
",1214,MT,"It is planned that by the end of the year 2001, France will have minted 7.6 billion Euro coins weighing 30 thousand tons or approximately four times the equivalent weight of the Eiffel Tower.",148671,TRUE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",No,"Palestine&apos;s government jet used to be kept in Egypt.
",1240,MT,"Before the opening of the Gaza airport, the Palestinian private government plane had been kept in Al Arish airport in Sinai, Egypt.",148660,TRUE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,best,No,"Palestine&apos;s government jet used to be kept in Egypt.
",1240,MT,"Before the opening of the Gaza airport, the Palestinian private government plane had been kept in Al Arish airport in Sinai, Egypt.",148660,TRUE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",No,"Nick Zuniga, an economist in &quot;Kerry Group Ltd.&quot; in London, feels that the Euro will inevitably become strong.
",1282,MT,"Nick Parsons, an economic expert at &quot;Paribas Capital Markets&quot; company in London, said that &quot;this measure will decrease the difficulties that may accompany the start of dealing &quot;with the Euro&quot;, and added that &quot;the Euro will consequently become a strong and stable currency.&quot;",148659,FALSE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,best,Yes,"Nick Zuniga, an economist in &quot;Kerry Group Ltd.&quot; in London, feels that the Euro will inevitably become strong.
",1282,MT,"Nick Parsons, an economic expert at &quot;Paribas Capital Markets&quot; company in London, said that &quot;this measure will decrease the difficulties that may accompany the start of dealing &quot;with the Euro&quot;, and added that &quot;the Euro will consequently become a strong and stable currency.&quot;",148659,FALSE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",No,"The Queen of Jordan will be released from Rochester hospital, (Minnesota) within a month.
",1236,MT,"The hospital where the Jordanian monarch is being treated in Rochester (Minnesota) announced that the treatment of King Hussein, who is inflicted with cancer of the lymphatic glands, is nearing its end and will be finished within three or four weeks.",148658,FALSE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,best,Yes,"The Queen of Jordan will be released from Rochester hospital, (Minnesota) within a month.
",1236,MT,"The hospital where the Jordanian monarch is being treated in Rochester (Minnesota) announced that the treatment of King Hussein, who is inflicted with cancer of the lymphatic glands, is nearing its end and will be finished within three or four weeks.",148658,FALSE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",Yes,"In spite of those disparities it is none prevent Portuguese for example to purchase Basendwah of before tower to pieces cash flows from euro the flowers Austrian
",1328,MT,"Despite these differences, nothing prevents a Portuguese, for example, from buying a sandwich in front of the Eiffel Tower with an Euro coin bearing the Austrian flowers.",148669,FALSE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,good,Yes,"In spite of those disparities it is none prevent Portuguese for example to purchase Basendwah of before tower to pieces cash flows from euro the flowers Austrian
",1328,MT,"Despite these differences, nothing prevents a Portuguese, for example, from buying a sandwich in front of the Eiffel Tower with an Euro coin bearing the Austrian flowers.",148669,FALSE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",No,"Describing the scene, Dalako Salwati (19) said that everybody was panic stricken.
",1290,MT,"Other witnesses confirmed that rescue workers worked amidst a state of confusion in the initial stage. Dalako Salwati (19 years of age) said, &quot;Panic took hold.  Screaming was coming out of the disco where the fire broke out and people were running in all directions. Rescue workers worked to push people away from the scene in order to place the ladders.&quot;",148670,TRUE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,good,Yes,"Describing the scene, Dalako Salwati (19) said that everybody was panic stricken.
",1290,MT,"Other witnesses confirmed that rescue workers worked amidst a state of confusion in the initial stage. Dalako Salwati (19 years of age) said, &quot;Panic took hold.  Screaming was coming out of the disco where the fire broke out and people were running in all directions. Rescue workers worked to push people away from the scene in order to place the ladders.&quot;",148670,TRUE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",Yes,"Lebanon may count on the support of Syria against Israel.
",1273,MT,"&quot;Al Thawra&quot; affirmed that Lahoud &quot;will always have Syria and President Hafez Al Assad as backers and supporters who will give all they have to support Lebanon regardless of the sacrifices, that the Israeli threats will fail as others did before, and that no one can hamper the Lebanese president or impede his strides in his honorable national task.&quot;",148668,TRUE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,well,No,"Lebanon may count on the support of Syria against Israel.
",1273,MT,"&quot;Al Thawra&quot; affirmed that Lahoud &quot;will always have Syria and President Hafez Al Assad as backers and supporters who will give all they have to support Lebanon regardless of the sacrifices, that the Israeli threats will fail as others did before, and that no one can hamper the Lebanese president or impede his strides in his honorable national task.&quot;",148668,TRUE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",Yes,"The &quot;Rwandese Progressive Patriotic Front&quot; won 167 seats in the 1994 election.
",1218,MT,"It should be mentioned that during the last legislative elections in August 1994, the ruling coalition in Syria, &quot;The Progressive National Front&quot;, gained 167 seats out of the 250 the congress is comprised of.",148657,FALSE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,best,Yes,"The &quot;Rwandese Progressive Patriotic Front&quot; won 167 seats in the 1994 election.
",1218,MT,"It should be mentioned that during the last legislative elections in August 1994, the ruling coalition in Syria, &quot;The Progressive National Front&quot;, gained 167 seats out of the 250 the congress is comprised of.",148657,FALSE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",Yes,"Lawyers of General Pinochet are to present their case to the London Supreme Court.
",1288,MT,"Supposedly, General Pinochet&apos;s lawyers, who consider his detention illegal, will appear before the Supreme Court in London in a legal battle to try to have him released.",148667,TRUE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,well,No,"Lawyers of General Pinochet are to present their case to the London Supreme Court.
",1288,MT,"Supposedly, General Pinochet&apos;s lawyers, who consider his detention illegal, will appear before the Supreme Court in London in a legal battle to try to have him released.",148667,TRUE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",Yes,"The Commission said that the African National Congress violated human rights.
",1189,MT,"It was emphasized by the Truth and Reconciliation Commission that the African National Congress, which was in power at the time, &quot;seriously violated human rights&quot; as it struggled against the apartheid regime in South Africa.",148656,TRUE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,best,Yes,"The Commission said that the African National Congress violated human rights.
",1189,MT,"It was emphasized by the Truth and Reconciliation Commission that the African National Congress, which was in power at the time, &quot;seriously violated human rights&quot; as it struggled against the apartheid regime in South Africa.",148656,TRUE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",Yes,"Was Aliyev declared victory, since yesterday Tuesday assured access to the for in question, not to discount its main called for second round impurities the many Governments that the international.
",1337,MT,"Aliyev had proclaimed his win yesterday, Tuesday, asserting that he received the specified percentage, but his main rival demanded a second round, citing the many irregularities that were reported by international observers.",148666,FALSE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,good,Yes,"Was Aliyev declared victory, since yesterday Tuesday assured access to the for in question, not to discount its main called for second round impurities the many Governments that the international.
",1337,MT,"Aliyev had proclaimed his win yesterday, Tuesday, asserting that he received the specified percentage, but his main rival demanded a second round, citing the many irregularities that were reported by international observers.",148666,FALSE
EWCMJ9Y9XZF84BX4DZN04X8ZGNH17YZ6YTHPBXP0,A11GX90QFWDLMM,"",Yes,"Said to Wednesday the astronomers.
",2093,MT,Astronomers said on Wednesday.,148665,FALSE
EWCMJ9Y9XZF84BX4DZN0TWBWW8138WCT4NS8QW50,A1Q4VUJBMY78YR,well,No,"Said to Wednesday the astronomers.
",2093,MT,Astronomers said on Wednesday.,148665,FALSE
YKMZTJYVHZ4MQ5Z01WHZ5GPZV7ZCBXBZ24Y7096Z,A2CJUR18C55EF4,"",No,"The Journal Register Co. of Trenton, N.J. is Michigan&apos;s largest newspaper chain.
",997,RC,"One of Michigan&apos;s largest newspaper chains agreed to be sold to the Journal Register Co. of Trenton, N.J., on Tuesday for $415 million in an auction.",149061,FALSE
YKMZTJYVHZ4MQ5Z01WHZ2Z6GWNRYZT5MY8SB9YN0,AO49JS7KNRQ5A,"",No,"The Journal Register Co. of Trenton, N.J. is Michigan&apos;s largest newspaper chain.
",997,RC,"One of Michigan&apos;s largest newspaper chains agreed to be sold to the Journal Register Co. of Trenton, N.J., on Tuesday for $415 million in an auction.",149061,FALSE
YKMZTJYVHZ4MQ5Z01WHZNWVPYDM5YYHJVDYXWWBZ,AH02ZNR6AGX8J,"",No,"The Journal Register Co. of Trenton, N.J. is Michigan&apos;s largest newspaper chain.
",997,RC,"One of Michigan&apos;s largest newspaper chains agreed to be sold to the Journal Register Co. of Trenton, N.J., on Tuesday for $415 million in an auction.",149061,FALSE
YKMZTJYVHZ4MQ5Z01WHZ5GPZV7ZCBXBZ24Y7096Z,A2CJUR18C55EF4,"",No,"Four firefighters were killed in Venezuela.
",1050,RC,Four Venezuelan firefighters who were traveling to a training course in Texas were killed when their sport utility vehicle drifted onto the shoulder of a highway and struck a parked truck.,149050,FALSE
YKMZTJYVHZ4MQ5Z01WHZ2Z6GWNRYZT5MY8SB9YN0,AO49JS7KNRQ5A,"",No,"Four firefighters were killed in Venezuela.
",1050,RC,Four Venezuelan firefighters who were traveling to a training course in Texas were killed when their sport utility vehicle drifted onto the shoulder of a highway and struck a parked truck.,149050,FALSE
YKMZTJYVHZ4MQ5Z01WHZNWVPYDM5YYHJVDYXWWBZ,AH02ZNR6AGX8J,"",No,"Four firefighters were killed in Venezuela.
",1050,RC,Four Venezuelan firefighters who were traveling to a training course in Texas were killed when their sport utility vehicle drifted onto the shoulder of a highway and struck a parked truck.,149050,FALSE
YKMZTJYVHZ4MQ5Z01WHZ5GPZV7ZCBXBZ24Y7096Z,A2CJUR18C55EF4,"",No,"UK military police have launched 93 investigations.
",1837,RC,"In all, military police have launched 93 investigations into allegations of mistreatment by UK soldiers.",149049,FALSE
YKMZTJYVHZ4MQ5Z01WHZ2Z6GWNRYZT5MY8SB9YN0,AO49JS7KNRQ5A,"",No,"UK military police have launched 93 investigations.
",1837,RC,"In all, military police have launched 93 investigations into allegations of mistreatment by UK soldiers.",149049,FALSE
YKMZTJYVHZ4MQ5Z01WHZNWVPYDM5YYHJVDYXWWBZ,AH02ZNR6AGX8J,"",Yes,"UK military police have launched 93 investigations.
",1837,RC,"In all, military police have launched 93 investigations into allegations of mistreatment by UK soldiers.",149049,FALSE
YKMZTJYVHZ4MQ5Z01WHZ5GPZV7ZCBXBZ24Y7096Z,A2CJUR18C55EF4,"",Yes,"Silva used to be a petty thief.
",1062,RC,"A former petty thief who converted and founded his own church, Silva is a devoted jailhouse preacher who claims to have ended 11 prison rebellions in recent years.",149060,TRUE
YKMZTJYVHZ4MQ5Z01WHZ2Z6GWNRYZT5MY8SB9YN0,AO49JS7KNRQ5A,"",Yes,"Silva used to be a petty thief.
",1062,RC,"A former petty thief who converted and founded his own church, Silva is a devoted jailhouse preacher who claims to have ended 11 prison rebellions in recent years.",149060,TRUE
YKMZTJYVHZ4MQ5Z01WHZNWVPYDM5YYHJVDYXWWBZ,AH02ZNR6AGX8J,"",Yes,"Silva used to be a petty thief.
",1062,RC,"A former petty thief who converted and founded his own church, Silva is a devoted jailhouse preacher who claims to have ended 11 prison rebellions in recent years.",149060,TRUE
